Day fraction since midnight on 	photometer (volts)	photometer (mg/L)	Source pressure (Pa)	Outlet Turb (NTU)	Inlet Turb (NTU)	Pump Control ()	Pump control backwash ()
0.618926634	10.2025671	10.2025671	116460.5547	3.589999914	4.566999912	0.500526316	0.805894737
0.61898451	10.20251179	10.20251179	116467.6797	3.759999991	4.552000046	0.500526316	0.805894737
0.619042394	10.20240211	10.20240211	116470.5938	3.900000095	4.584000111	0.500526316	0.805894737
0.619100206	10.20263195	10.20263195	116478.2656	3.839999914	4.584000111	0.500526316	0.805894737
0.619158136	10.20259476	10.20259476	116477.5625	3.859999895	4.595999718	0.500526316	0.805894737
0.619215963	10.20256901	10.20256901	116482.1016	4.070000172	4.584000111	0.500526316	0.805894737
0.619273824	10.20258999	10.20258999	116488.5938	4.079999924	4.592000008	0.500526316	0.805894737
0.61933171	10.20262623	10.20262623	116481.8203	3.930000067	4.586999893	0.500526316	0.805894737
0.619389608	10.20250034	10.20250034	116487.0234	3.710000038	4.587999821	0.500526316	0.805894737
0.619447469	10.20255756	10.20255756	116489.625	4.119999886	4.659999847	0.500526316	0.805894737
0.619505373	10.2024374	10.2024374	116491.2734	4.029999733	4.644000053	0.500526316	0.805894737
0.619563232	10.20250225	10.20250225	116492.9453	4.170000076	4.620999813	0.500526316	0.805894737
0.619621097	10.20265865	10.20265865	116486.1953	3.99000001	4.610000134	0.500526316	0.805894737
0.619678969	10.20263386	10.20263386	116496.1172	3.809999943	4.603000164	0.500526316	0.805894737
0.619736831	10.20253563	10.20253563	116496.4453	4.010000229	4.587999821	0.500526316	0.805894737
0.619794776	10.20257187	10.20257187	116487.4609	4.050000191	4.580999851	0.500526316	0.805894737
0.619852636	10.20271397	10.20271397	116498.6563	4.070000172	4.59800005	0.500526316	0.805894737
0.619910434	10.2025919	10.2025919	116492.7266	4.019999981	4.578999996	0.500526316	0.805894737
0.619968382	10.20241642	10.20241642	116495.6172	3.960000038	4.568999767	0.500526316	0.805894737
0.620026165	10.20250034	10.20250034	116507.2734	4.090000153	4.581999779	0.500526316	0.805894737
0.620084148	10.20257092	10.20257092	116507.3672	4.269999981	4.587999821	0.500526316	0.805894737
0.620141909	10.20261669	10.20261669	116522.0313	4.119999886	4.572999954	0.500526316	0.805894737
0.62019983	10.2026062	10.2026062	116516.7188	4.139999867	4.576000214	0.500526316	0.805894737
0.620257707	10.20254421	10.20254421	116505.75	4.809999943	4.583000183	0.500526316	0.805894737
0.620315555	10.20266247	10.20266247	116511.7656	4.389999867	4.593999863	0.500526316	0.805894737
0.620373428	10.20253658	10.20253658	116505.9922	4.289999962	4.597000122	0.500526316	0.805894737
0.620431309	10.2025528	10.2025528	116521.7266	4.320000172	4.632999897	0.500526316	0.805894737
0.62048925	10.20254517	10.20254517	116514.7188	4.309999943	4.614999771	0.500526316	0.805894737
0.620547105	10.20260715	10.20260715	116511.0391	4.21999979	4.62899971	0.500526316	0.805894737
0.620604899	10.20260143	10.20260143	116512.6797	4.25	4.638999939	0.500526316	0.805894737
0.620662883	10.20258427	10.20258427	116523.2891	4.170000076	4.642000198	0.500526316	0.805894737
0.620720709	10.2024765	10.2024765	116513.1484	4.400000095	4.627999783	0.500526316	0.805894737
0.620778594	10.20262909	10.20262909	116526.8594	4.309999943	4.607999802	0.500526316	0.805894737
0.620836417	10.20249558	10.20249558	116515.1797	4.090000153	4.59800005	0.500526316	0.805894737
0.620894257	10.20255566	10.20255566	116514.9375	4.25	4.706999779	0.500526316	0.805894737
0.620952223	10.20249176	10.20249176	116524.2734	4.559999943	4.678999901	0.500526316	0.805894737
0.621010066	10.20261002	10.20261002	116519.7578	4.429999828	4.670000076	0.500526316	0.805894737
0.621067952	10.20249844	10.20249844	116516.9844	4.279999733	4.65199995	0.500526316	0.805894737
0.621125747	10.2025795	10.2025795	116532.6406	4.019999981	4.657000065	0.500526316	0.805894737
0.621183719	10.20258331	10.20258331	116531.0703	3.960000038	4.657999992	0.500526316	0.805894737
0.621241569	10.20268917	10.20268917	116528.2188	4.139999867	4.668000221	0.500526316	0.805894737
0.621299445	10.20268822	10.20268822	116530.25	4.289999962	4.65899992	0.500526316	0.805894737
0.621357329	10.2025032	10.2025032	116542.125	4.420000076	4.661999703	0.500526316	0.805894737
0.621415162	10.20248699	10.20248699	116539.3984	4.630000114	4.643000126	0.500526316	0.805894737
0.621472974	10.20252514	10.20252514	116531.6172	4.659999847	4.630000114	0.500526316	0.805894737
0.621530926	10.20257664	10.20257664	116539.7578	4.650000095	4.645999908	0.500526316	0.805894737
0.621588757	10.20257854	10.20257854	116539.1016	4.760000229	4.651000023	0.500526316	0.805894737
0.621646702	10.20249653	10.20249653	116532.1641	4.929999828	4.661999703	0.500526316	0.805894737
0.621704495	10.20251369	10.20251369	116528.2969	4.829999924	4.664999962	0.500526316	0.805894737
0.62176238	10.20269966	10.20269966	116539.7109	4.579999924	4.664000034	0.500526316	0.805894737
0.621820211	10.20268536	10.20268536	116540.9922	4.380000114	4.65199995	0.500526316	0.805894737
0.621878133	10.20250225	10.20250225	116537.6719	4.279999733	4.640999794	0.500526316	0.805894737
0.621936036	10.20258331	10.20258331	116542.9219	4.190000057	4.624000073	0.500526316	0.805894737
0.621993831	10.20258904	10.20258904	116542.5391	4.090000153	4.63199997	0.500526316	0.805894737
0.62205178	10.20259857	10.20259857	116537.4766	4.130000114	4.646999836	0.500526316	0.805894737
0.622109584	10.20246315	10.20246315	116536.8281	4.039999962	4.647999764	0.500526316	0.805894737
0.622167476	10.20264435	10.20264435	116532.5313	4.650000095	4.68200016	0.500526316	0.805894737
0.62222532	10.20273781	10.20273781	116535.0234	4.929999828	4.684000015	0.500526316	0.805894737
0.622283242	10.20270443	10.20270443	116522.2656	4.849999905	4.687999725	0.500526316	0.805894737
0.622341074	10.20242214	10.20242214	116538.9453	4.730000019	4.683000088	0.500526316	0.805894737
0.62239899	10.20249558	10.20249558	116539.2969	4.590000153	4.657000065	0.500526316	0.805894737
0.622456941	10.20258427	10.20258427	116555.1094	4.639999867	4.656000137	0.500526316	0.805894737
0.622514702	10.20258236	10.20258236	116524.2266	4.539999962	4.664999962	0.500526316	0.805894737
0.62257261	10.20253372	10.20253372	116536.8203	4.380000114	4.683000088	0.500526316	0.805894737
0.62263045	10.20246506	10.20246506	116533.7266	5.079999924	4.676000118	0.500526316	0.805894737
0.622688377	10.20264149	10.20264149	116538.8281	4.849999905	4.671000004	0.500526316	0.805894737
0.622746241	10.20260715	10.20260715	116527.9844	4.900000095	4.663000107	0.500526316	0.805894737
0.622804142	10.20255661	10.20255661	116530.9531	4.860000134	4.668000221	0.500526316	0.805894737
0.622861935	10.20248795	10.20248795	116523.6016	4.690000057	4.669000149	0.500526316	0.805894737
0.62291979	10.20263195	10.20263195	116543.3203	4.460000038	4.701000214	0.500526316	0.805894737
0.622977674	10.20254898	10.20254898	116543.6719	4.360000134	4.723999977	0.500526316	0.805894737
0.623035596	10.20262337	10.20262337	116525.9063	4.46999979	4.718999863	0.500526316	0.805894737
0.623093427	10.20262432	10.20262432	116539.1406	4.529999733	4.698999882	0.500526316	0.805894737
0.623151313	10.20269299	10.20269299	116531.0391	4.369999886	4.718999863	0.500526316	0.805894737
0.623209186	10.20266247	10.20266247	116519.1016	4.449999809	4.712999821	0.500526316	0.805894737
0.623267057	10.20261669	10.20261669	116529.3516	4.380000114	4.697999954	0.500526316	0.805894737
0.623324938	10.20241642	10.20241642	116540.8984	4.409999847	4.696000099	0.500526316	0.805894737
0.623382779	10.20246983	10.20246983	116535.0313	4.449999809	4.680999756	0.500526316	0.805894737
0.623440666	10.20252705	10.20252705	116538.8516	4.389999867	4.684999943	0.500526316	0.805894737
0.62349852	10.20248795	10.20248795	116529.6719	4.489999771	4.701000214	0.500526316	0.805894737
0.623556406	10.2025795	10.2025795	116538.0234	4.360000134	4.739999771	0.500526316	0.805894737
0.623614267	10.20263863	10.20263863	116542.9375	4.699999809	4.710999966	0.500526316	0.805894737
0.623672219	10.20265961	10.20265961	116523.625	4.460000038	4.710999966	0.500526316	0.805894737
0.623730077	10.20254326	10.20254326	116516.9531	4.349999905	4.715000153	0.500526316	0.805894737
0.623787965	10.20245266	10.20245266	116533.7734	4.289999962	4.732999802	0.500526316	0.805894737
0.623845831	10.20254421	10.20254421	116546.8281	4.5	4.736000061	0.500526316	0.805894737
0.623903707	10.20250034	10.20250034	116524.1484	4.360000134	4.728000164	0.500526316	0.805894737
0.623961592	10.20255089	10.20255089	116533.1406	4.389999867	4.75699997	0.500526316	0.805894737
0.624019471	10.20253658	10.20253658	116542.4531	4.429999828	4.746999741	0.500526316	0.805894737
0.624077326	10.20250511	10.20250511	116533.3984	4.360000134	4.729000092	0.500526316	0.805894737
0.624135116	10.20273685	10.20273685	116536.7031	4.46999979	4.710999966	0.500526316	0.805894737
0.624192997	10.20261574	10.20261574	116523.6016	4.579999924	4.711999893	0.500526316	0.805894737
0.624250992	10.20250034	10.20250034	116524.5625	4.860000134	4.704999924	0.500526316	0.805894737
0.624308742	10.20252895	10.20252895	116520.2891	4.710000038	4.701000214	0.500526316	0.805894737
0.624366669	10.20262909	10.20262909	116512.625	4.559999943	4.690000057	0.500526316	0.805894737
0.624424561	10.20267105	10.20267105	116504.9063	4.710000038	4.679999828	0.500526316	0.805894737
0.624482383	10.20265961	10.20265961	116521.9844	4.900000095	4.677999973	0.500526316	0.805894737
0.624540253	10.20253563	10.20253563	116523.5547	4.789999962	4.697000027	0.500526316	0.805894737
0.624598106	10.20271301	10.20271301	116526.4688	4.840000153	4.722000122	0.500526316	0.805894737
0.624656012	10.20252705	10.20252705	116515.6797	5.139999867	4.709000111	0.500526316	0.805894737
0.624713884	10.20266438	10.20266438	116497.8281	5.329999924	4.710999966	0.500526316	0.805894737
0.624771793	10.20246124	10.20246124	116508.3594	5.269999981	4.717999935	0.500526316	0.805894737
0.624829643	10.20264053	10.20264053	116512.7656	5.119999886	4.709000111	0.500526316	0.805894737
0.624887486	10.20252991	10.20252991	116516.4453	5.019999981	4.703000069	0.500526316	0.805894737
0.624945367	10.20253563	10.20253563	116507.4063	4.779999733	4.695000172	0.500526316	0.805894737
0.62500328	10.20258999	10.20258999	116505.2813	4.760000229	4.703999996	0.500526316	0.805894737
0.625061118	10.20263863	10.20263863	116503.0859	4.690000057	4.703999996	0.500526316	0.805894737
0.625118993	10.20250416	10.20250416	116503.0469	4.570000172	4.703000069	0.500526316	0.805894737
0.62517692	10.20257187	10.20257187	116500.0938	4.670000076	4.710999966	0.500526316	0.805894737
0.6252348	10.20245838	10.20245838	116491.6484	4.579999924	4.722000122	0.500526316	0.805894737
0.625292647	10.20257092	10.20257092	116508.7891	4.579999924	4.738999844	0.500526316	0.805894737
0.625350529	10.20260525	10.20260525	116491.3047	4.71999979	4.736999989	0.500526316	0.805894737
0.625408322	10.20254612	10.20254612	116510.0078	4.670000076	4.730999947	0.500526316	0.805894737
0.625466281	10.20257282	10.20257282	116500	4.579999924	4.710999966	0.500526316	0.805894737
0.625524176	10.20258236	10.20258236	116494.6484	4.630000114	4.712999821	0.500526316	0.805894737
0.625581971	10.2026577	10.2026577	116484.1016	4.739999771	4.715000153	0.500526316	0.805894737
0.62563983	10.20262337	10.20262337	116476.8516	4.760000229	4.711999893	0.500526316	0.805894737
0.625697715	10.20248985	10.20248985	116478.1406	4.710000038	4.691999912	0.500526316	0.805894737
0.625755608	10.20246887	10.20246887	116480.4922	4.909999847	4.68900013	0.500526316	0.805894737
0.62581351	10.20248032	10.20248032	116476.875	4.829999924	4.703999996	0.500526316	0.805894737
0.625871391	10.2026453	10.2026453	116473.7422	5.019999981	4.703999996	0.500526316	0.805894737
